Date,Store,Category,Sales,Units_Sold,Promotion
08-10-2023,KPN Fresh J.P.Nagar,Staples & Grains,3778.65,15,0
08-10-2023,KPN Fresh J.P.Nagar,Frozen Foods,4278.25,17,0
08-10-2023,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,3616,14,0
08-10-2023,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,3653.5,14,0
08-10-2023,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4159.2,16,0
08-10-2023,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5448.75,21,0
09-10-2023,KPN Fresh Giri Nagar,Fruits and vegetables,4142.7,16,0
09-10-2023,KPN Fresh Giri Nagar,Dairy & Eggs,4559.25,18,1
09-10-2023,KPN Fresh Giri Nagar,Staples & Grains,3675.7,14,0
09-10-2023,KPN Fresh Giri Nagar,Frozen Foods,5272.65,21,0
09-10-2023,KPN Fresh R.R.Nagar-,Fruits and vegetables,4205.1,16,0
09-10-2023,KPN Fresh R.R.Nagar-,Dairy & Eggs,4000.6,16,0
09-10-2023,KPN Fresh R.R.Nagar-,Staples & Grains,4905.9,19,0
09-10-2023,KPN Fresh R.R.Nagar-,Frozen Foods,4742.1,18,0
09-10-2023,KPN Fresh J.P.Nagar,Fruits and vegetables,3315.5,13,0
09-10-2023,KPN Fresh J.P.Nagar,Dairy & Eggs,4005.15,16,0
09-10-2023,KPN Fresh J.P.Nagar,Staples & Grains,5096.55,20,0
09-10-2023,KPN Fresh J.P.Nagar,Frozen Foods,4749.15,18,0
09-10-2023,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4569.45,18,0
09-10-2023,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4785.6,19,0
09-10-2023,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,3567.45,14,0
09-10-2023,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4642.8,18,0
10-10-2023,KPN Fresh Giri Nagar,Fruits and vegetables,4835.6,19,0
10-10-2023,KPN Fresh Giri Nagar,Dairy & Eggs,5225.25,20,1
10-10-2023,KPN Fresh Giri Nagar,Staples & Grains,4302.45,17,1
10-10-2023,KPN Fresh Giri Nagar,Frozen Foods,4806.8,19,0
10-10-2023,KPN Fresh R.R.Nagar-,Fruits and vegetables,5213.8,20,0
10-10-2023,KPN Fresh R.R.Nagar-,Dairy & Eggs,3703.4,14,0
10-10-2023,KPN Fresh R.R.Nagar-,Staples & Grains,4066.05,16,0
10-10-2023,KPN Fresh R.R.Nagar-,Frozen Foods,4907.3,19,0
10-10-2023,KPN Fresh J.P.Nagar,Fruits and vegetables,3914,15,0
10-10-2023,KPN Fresh J.P.Nagar,Dairy & Eggs,4228,16,0
10-10-2023,KPN Fresh J.P.Nagar,Staples & Grains,4125.75,16,1
10-10-2023,KPN Fresh J.P.Nagar,Frozen Foods,4732.9,18,0
10-10-2023,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,3976.45,15,0
10-10-2023,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4847,19,0
10-10-2023,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4177.6,16,0
10-10-2023,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5367.35,21,0
11-10-2023,KPN Fresh Giri Nagar,Fruits and vegetables,4207.4,16,0
11-10-2023,KPN Fresh Giri Nagar,Dairy & Eggs,4108.1,16,0
11-10-2023,KPN Fresh Giri Nagar,Staples & Grains,4838.3,19,0
11-10-2023,KPN Fresh Giri Nagar,Frozen Foods,4184.3,16,0
11-10-2023,KPN Fresh R.R.Nagar-,Fruits and vegetables,4797.15,19,0
11-10-2023,KPN Fresh R.R.Nagar-,Dairy & Eggs,4670.25,18,0
11-10-2023,KPN Fresh R.R.Nagar-,Staples & Grains,4536.55,18,0
11-10-2023,KPN Fresh R.R.Nagar-,Frozen Foods,4133.35,16,0
11-10-2023,KPN Fresh J.P.Nagar,Fruits and vegetables,4539.15,18,0
11-10-2023,KPN Fresh J.P.Nagar,Dairy & Eggs,4254.2,17,1
11-10-2023,KPN Fresh J.P.Nagar,Staples & Grains,4312.25,17,0
11-10-2023,KPN Fresh J.P.Nagar,Frozen Foods,4083.05,16,0
11-10-2023,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4348.8,17,1
11-10-2023,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4833.75,19,1
11-10-2023,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,3747.1,14,0
11-10-2023,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5344,21,0
12-10-2023,KPN Fresh Giri Nagar,Fruits and vegetables,3730.35,14,0
12-10-2023,KPN Fresh Giri Nagar,Dairy & Eggs,4887.7,19,0
12-10-2023,KPN Fresh Giri Nagar,Staples & Grains,5296,21,1
12-10-2023,KPN Fresh Giri Nagar,Frozen Foods,3963.3,15,0
12-10-2023,KPN Fresh R.R.Nagar-,Fruits and vegetables,4571.45,18,0
12-10-2023,KPN Fresh R.R.Nagar-,Dairy & Eggs,4602.35,18,0
12-10-2023,KPN Fresh R.R.Nagar-,Staples & Grains,4270.85,17,1
12-10-2023,KPN Fresh R.R.Nagar-,Frozen Foods,4192.05,16,1
12-10-2023,KPN Fresh J.P.Nagar,Fruits and vegetables,4009.05,16,0
12-10-2023,KPN Fresh J.P.Nagar,Dairy & Eggs,3475.45,13,0
12-10-2023,KPN Fresh J.P.Nagar,Staples & Grains,4936.05,19,0
12-10-2023,KPN Fresh J.P.Nagar,Frozen Foods,3924.75,15,0
12-10-2023,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4497.45,17,0
12-10-2023,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5036.95,20,1
12-10-2023,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4800.75,19,0
12-10-2023,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4016.05,16,0
13-10-2023,KPN Fresh Giri Nagar,Fruits and vegetables,4367.35,17,1
13-10-2023,KPN Fresh Giri Nagar,Dairy & Eggs,4661.5,18,0
13-10-2023,KPN Fresh Giri Nagar,Staples & Grains,3996.2,15,0
13-10-2023,KPN Fresh Giri Nagar,Frozen Foods,4395,17,0
13-10-2023,KPN Fresh R.R.Nagar-,Fruits and vegetables,4142.3,16,1
13-10-2023,KPN Fresh R.R.Nagar-,Dairy & Eggs,4622.9,18,0
13-10-2023,KPN Fresh R.R.Nagar-,Staples & Grains,4142.8,16,0
13-10-2023,KPN Fresh R.R.Nagar-,Frozen Foods,3785.7,15,0
13-10-2023,KPN Fresh J.P.Nagar,Fruits and vegetables,4075.55,16,0
13-10-2023,KPN Fresh J.P.Nagar,Dairy & Eggs,4690.45,18,0
13-10-2023,KPN Fresh J.P.Nagar,Staples & Grains,5054.8,20,1
13-10-2023,KPN Fresh J.P.Nagar,Frozen Foods,5210.4,20,0
13-10-2023,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4941.8,19,1
13-10-2023,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,3457,13,1
13-10-2023,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4301.5,17,0
13-10-2023,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4211.2,16,1
14-10-2023,KPN Fresh Giri Nagar,Fruits and vegetables,4978.1,19,0
14-10-2023,KPN Fresh Giri Nagar,Dairy & Eggs,5108.5,20,0
14-10-2023,KPN Fresh Giri Nagar,Staples & Grains,4493.15,17,0
14-10-2023,KPN Fresh Giri Nagar,Frozen Foods,3609.1,14,1
14-10-2023,KPN Fresh R.R.Nagar-,Fruits and vegetables,4001.75,16,1
14-10-2023,KPN Fresh R.R.Nagar-,Dairy & Eggs,3704.5,14,0
14-10-2023,KPN Fresh R.R.Nagar-,Staples & Grains,4166.1,16,0
14-10-2023,KPN Fresh R.R.Nagar-,Frozen Foods,4243.4,16,0
14-10-2023,KPN Fresh J.P.Nagar,Fruits and vegetables,4998.4,19,0
14-10-2023,KPN Fresh J.P.Nagar,Dairy & Eggs,4394.15,17,0
14-10-2023,KPN Fresh J.P.Nagar,Staples & Grains,4953.9,19,0
14-10-2023,KPN Fresh J.P.Nagar,Frozen Foods,3877.95,15,0
14-10-2023,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4222.35,16,0
14-10-2023,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4591.3,18,1
14-10-2023,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,3255.9,13,0
14-10-2023,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4756,19,0
15-10-2023,KPN Fresh Giri Nagar,Fruits and vegetables,4581.95,18,1
15-10-2023,KPN Fresh Giri Nagar,Dairy & Eggs,3850.4,15,0
15-10-2023,KPN Fresh Giri Nagar,Staples & Grains,4637.05,18,1
15-10-2023,KPN Fresh Giri Nagar,Frozen Foods,4009.95,16,0
15-10-2023,KPN Fresh R.R.Nagar-,Fruits and vegetables,4910.4,19,0
15-10-2023,KPN Fresh R.R.Nagar-,Dairy & Eggs,3944.7,15,0
15-10-2023,KPN Fresh R.R.Nagar-,Staples & Grains,4392.7,17,1
15-10-2023,KPN Fresh R.R.Nagar-,Frozen Foods,4238.35,16,0
15-10-2023,KPN Fresh J.P.Nagar,Fruits and vegetables,4749.3,18,0
15-10-2023,KPN Fresh J.P.Nagar,Dairy & Eggs,4282.05,17,0
15-10-2023,KPN Fresh J.P.Nagar,Staples & Grains,4393.05,17,0
15-10-2023,KPN Fresh J.P.Nagar,Frozen Foods,4202.05,16,0
15-10-2023,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4111.9,16,0
15-10-2023,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4334.8,17,0
15-10-2023,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,3767.8,15,0
15-10-2023,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4239.6,16,0
16-10-2023,KPN Fresh Giri Nagar,Fruits and vegetables,3891.8,15,0
16-10-2023,KPN Fresh Giri Nagar,Dairy & Eggs,3991.1,15,1
16-10-2023,KPN Fresh Giri Nagar,Staples & Grains,4652.15,18,1
16-10-2023,KPN Fresh Giri Nagar,Frozen Foods,4609.3,18,0
16-10-2023,KPN Fresh R.R.Nagar-,Fruits and vegetables,3814.1,15,0
16-10-2023,KPN Fresh R.R.Nagar-,Dairy & Eggs,4510.8,18,0
16-10-2023,KPN Fresh R.R.Nagar-,Staples & Grains,4932.95,19,0
16-10-2023,KPN Fresh R.R.Nagar-,Frozen Foods,4887.9,19,1
16-10-2023,KPN Fresh J.P.Nagar,Fruits and vegetables,4585.9,18,0
16-10-2023,KPN Fresh J.P.Nagar,Dairy & Eggs,4743.3,18,0
16-10-2023,KPN Fresh J.P.Nagar,Staples & Grains,3979.95,15,1
16-10-2023,KPN Fresh J.P.Nagar,Frozen Foods,4387.25,17,0
16-10-2023,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5016.85,20,0
16-10-2023,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4010.95,16,1
16-10-2023,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,3062.15,12,0
16-10-2023,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4684.9,18,0
17-10-2023,KPN Fresh Giri Nagar,Fruits and vegetables,4595.5,18,1
17-10-2023,KPN Fresh Giri Nagar,Dairy & Eggs,4792.65,19,0
17-10-2023,KPN Fresh Giri Nagar,Staples & Grains,4685.65,18,0
17-10-2023,KPN Fresh Giri Nagar,Frozen Foods,5036.4,20,0
17-10-2023,KPN Fresh R.R.Nagar-,Fruits and vegetables,3886.25,15,0
17-10-2023,KPN Fresh R.R.Nagar-,Dairy & Eggs,5408.65,21,0
17-10-2023,KPN Fresh R.R.Nagar-,Staples & Grains,4872.85,19,0
17-10-2023,KPN Fresh R.R.Nagar-,Frozen Foods,4954.1,19,0
17-10-2023,KPN Fresh J.P.Nagar,Fruits and vegetables,3678.55,14,1
17-10-2023,KPN Fresh J.P.Nagar,Dairy & Eggs,4370.3,17,1
17-10-2023,KPN Fresh J.P.Nagar,Staples & Grains,4705.2,18,0
17-10-2023,KPN Fresh J.P.Nagar,Frozen Foods,4985.75,19,0
17-10-2023,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4854.25,19,0
17-10-2023,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,3929.65,15,0
17-10-2023,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4445.75,17,0
17-10-2023,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4865.05,19,1
18-10-2023,KPN Fresh Giri Nagar,Fruits and vegetables,5115.45,20,0
18-10-2023,KPN Fresh Giri Nagar,Dairy & Eggs,4230.7,16,1
18-10-2023,KPN Fresh Giri Nagar,Staples & Grains,4636.25,18,0
18-10-2023,KPN Fresh Giri Nagar,Frozen Foods,4759.25,19,0
18-10-2023,KPN Fresh R.R.Nagar-,Fruits and vegetables,4600.15,18,0
18-10-2023,KPN Fresh R.R.Nagar-,Dairy & Eggs,3446.3,13,1
18-10-2023,KPN Fresh R.R.Nagar-,Staples & Grains,4150.15,16,0
18-10-2023,KPN Fresh R.R.Nagar-,Frozen Foods,3961.3,15,1
18-10-2023,KPN Fresh J.P.Nagar,Fruits and vegetables,4142.05,16,0
18-10-2023,KPN Fresh J.P.Nagar,Dairy & Eggs,3923.75,15,0
18-10-2023,KPN Fresh J.P.Nagar,Staples & Grains,4621.35,18,0
18-10-2023,KPN Fresh J.P.Nagar,Frozen Foods,4748.85,18,0
18-10-2023,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,3433.75,13,0
18-10-2023,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4051.65,16,0
18-10-2023,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4408.05,17,0
18-10-2023,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,3725.05,14,0
19-10-2023,KPN Fresh Giri Nagar,Fruits and vegetables,4880.25,19,0
19-10-2023,KPN Fresh Giri Nagar,Dairy & Eggs,3721.95,14,1
19-10-2023,KPN Fresh Giri Nagar,Staples & Grains,3815.6,15,0
19-10-2023,KPN Fresh Giri Nagar,Frozen Foods,4438.85,17,0
19-10-2023,KPN Fresh R.R.Nagar-,Fruits and vegetables,4285.45,17,0
19-10-2023,KPN Fresh R.R.Nagar-,Dairy & Eggs,4495.9,17,0
19-10-2023,KPN Fresh R.R.Nagar-,Staples & Grains,4775.3,19,0
19-10-2023,KPN Fresh R.R.Nagar-,Frozen Foods,4314.55,17,0
19-10-2023,KPN Fresh J.P.Nagar,Fruits and vegetables,4402.75,17,0
19-10-2023,KPN Fresh J.P.Nagar,Dairy & Eggs,4467,17,0
19-10-2023,KPN Fresh J.P.Nagar,Staples & Grains,3833.3,15,1
19-10-2023,KPN Fresh J.P.Nagar,Frozen Foods,3518.95,14,1
19-10-2023,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4256.95,17,0
19-10-2023,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,3620.05,14,1
19-10-2023,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4021.45,16,0
19-10-2023,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,3830.25,15,0
20-10-2023,KPN Fresh Giri Nagar,Fruits and vegetables,3881.45,15,0
20-10-2023,KPN Fresh Giri Nagar,Dairy & Eggs,4420.3,17,0
20-10-2023,KPN Fresh Giri Nagar,Staples & Grains,4914,19,0
20-10-2023,KPN Fresh Giri Nagar,Frozen Foods,5253.2,21,0
20-10-2023,KPN Fresh R.R.Nagar-,Fruits and vegetables,3394.25,13,1
20-10-2023,KPN Fresh R.R.Nagar-,Dairy & Eggs,3831.25,15,0
20-10-2023,KPN Fresh R.R.Nagar-,Staples & Grains,5560.75,22,0
20-10-2023,KPN Fresh R.R.Nagar-,Frozen Foods,4706.6,18,0
20-10-2023,KPN Fresh J.P.Nagar,Fruits and vegetables,4444.05,17,0
20-10-2023,KPN Fresh J.P.Nagar,Dairy & Eggs,5078.5,20,0
20-10-2023,KPN Fresh J.P.Nagar,Staples & Grains,4293.45,17,1
20-10-2023,KPN Fresh J.P.Nagar,Frozen Foods,4862.3,19,0
20-10-2023,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4473.2,17,0
20-10-2023,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4352.25,17,0
20-10-2023,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4030.9,16,0
20-10-2023,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4521.6,18,0
21-10-2023,KPN Fresh Giri Nagar,Fruits and vegetables,4178.25,16,0
21-10-2023,KPN Fresh Giri Nagar,Dairy & Eggs,3264.6,13,1
21-10-2023,KPN Fresh Giri Nagar,Staples & Grains,4381.85,17,1
21-10-2023,KPN Fresh Giri Nagar,Frozen Foods,3666.6,14,0
21-10-2023,KPN Fresh R.R.Nagar-,Fruits and vegetables,5208.2,20,0
21-10-2023,KPN Fresh R.R.Nagar-,Dairy & Eggs,4489.45,17,0
21-10-2023,KPN Fresh R.R.Nagar-,Staples & Grains,4664.5,18,0
21-10-2023,KPN Fresh R.R.Nagar-,Frozen Foods,4761.75,19,0
21-10-2023,KPN Fresh J.P.Nagar,Fruits and vegetables,3857.5,15,1
21-10-2023,KPN Fresh J.P.Nagar,Dairy & Eggs,4813.3,19,1
21-10-2023,KPN Fresh J.P.Nagar,Staples & Grains,4242.8,16,0
21-10-2023,KPN Fresh J.P.Nagar,Frozen Foods,4512.25,18,0
21-10-2023,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4221.4,16,0
21-10-2023,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4439.15,17,0
21-10-2023,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4288.1,17,0
21-10-2023,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4409.75,17,0
22-10-2023,KPN Fresh Giri Nagar,Fruits and vegetables,4790.65,19,0
22-10-2023,KPN Fresh Giri Nagar,Dairy & Eggs,4406.8,17,0
22-10-2023,KPN Fresh Giri Nagar,Staples & Grains,4096,16,0
22-10-2023,KPN Fresh Giri Nagar,Frozen Foods,4049.5,16,1
22-10-2023,KPN Fresh R.R.Nagar-,Fruits and vegetables,3158.8,12,0
22-10-2023,KPN Fresh R.R.Nagar-,Dairy & Eggs,3728.8,14,0
22-10-2023,KPN Fresh R.R.Nagar-,Staples & Grains,5134.3,20,0
22-10-2023,KPN Fresh R.R.Nagar-,Frozen Foods,3854.5,15,0
22-10-2023,KPN Fresh J.P.Nagar,Fruits and vegetables,4025,16,0
22-10-2023,KPN Fresh J.P.Nagar,Dairy & Eggs,4476.7,17,0
22-10-2023,KPN Fresh J.P.Nagar,Staples & Grains,3959.5,15,0
22-10-2023,KPN Fresh J.P.Nagar,Frozen Foods,4496.55,17,0
22-10-2023,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4571.45,18,0
22-10-2023,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5158.3,20,0
22-10-2023,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4147.55,16,0
22-10-2023,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4427,17,0
23-10-2023,KPN Fresh Giri Nagar,Fruits and vegetables,4494.85,17,0
23-10-2023,KPN Fresh Giri Nagar,Dairy & Eggs,3247.6,12,0
23-10-2023,KPN Fresh Giri Nagar,Staples & Grains,4539.55,18,0
23-10-2023,KPN Fresh Giri Nagar,Frozen Foods,4936.9,19,0
23-10-2023,KPN Fresh R.R.Nagar-,Fruits and vegetables,4156.4,16,1
23-10-2023,KPN Fresh R.R.Nagar-,Dairy & Eggs,4360.8,17,1
23-10-2023,KPN Fresh R.R.Nagar-,Staples & Grains,4610.3,18,0
23-10-2023,KPN Fresh R.R.Nagar-,Frozen Foods,4484.2,17,0
23-10-2023,KPN Fresh J.P.Nagar,Fruits and vegetables,4098.8,16,0
23-10-2023,KPN Fresh J.P.Nagar,Dairy & Eggs,3954.35,15,0
23-10-2023,KPN Fresh J.P.Nagar,Staples & Grains,3756.2,15,0
23-10-2023,KPN Fresh J.P.Nagar,Frozen Foods,4439.65,17,0
23-10-2023,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,3759.3,15,0
23-10-2023,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,3056.65,12,0
23-10-2023,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5070.85,20,0
23-10-2023,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4065.6,16,1
24-10-2023,KPN Fresh Giri Nagar,Fruits and vegetables,4628.9,18,0
24-10-2023,KPN Fresh Giri Nagar,Dairy & Eggs,4232.75,16,0
24-10-2023,KPN Fresh Giri Nagar,Staples & Grains,3912.6,15,0
24-10-2023,KPN Fresh Giri Nagar,Frozen Foods,3082.55,12,1
24-10-2023,KPN Fresh R.R.Nagar-,Fruits and vegetables,4415.3,17,1
24-10-2023,KPN Fresh R.R.Nagar-,Dairy & Eggs,3997.55,15,0
24-10-2023,KPN Fresh R.R.Nagar-,Staples & Grains,4374.2,17,0
24-10-2023,KPN Fresh R.R.Nagar-,Frozen Foods,3756.7,15,0
24-10-2023,KPN Fresh J.P.Nagar,Fruits and vegetables,3921.55,15,0
24-10-2023,KPN Fresh J.P.Nagar,Dairy & Eggs,4253.9,17,0
24-10-2023,KPN Fresh J.P.Nagar,Staples & Grains,3916.25,15,0
24-10-2023,KPN Fresh J.P.Nagar,Frozen Foods,3686.75,14,1
24-10-2023,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,3781.8,15,0
24-10-2023,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4321.65,17,0
24-10-2023,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4416.4,17,1
24-10-2023,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4914.7,19,0
25-10-2023,KPN Fresh Giri Nagar,Fruits and vegetables,4440.15,17,1
25-10-2023,KPN Fresh Giri Nagar,Dairy & Eggs,4900.8,19,0
25-10-2023,KPN Fresh Giri Nagar,Staples & Grains,3223.55,12,0
25-10-2023,KPN Fresh Giri Nagar,Frozen Foods,4201.05,16,0
25-10-2023,KPN Fresh R.R.Nagar-,Fruits and vegetables,3724.05,14,0
25-10-2023,KPN Fresh R.R.Nagar-,Dairy & Eggs,5326.25,21,0
25-10-2023,KPN Fresh R.R.Nagar-,Staples & Grains,4200.7,16,0
25-10-2023,KPN Fresh R.R.Nagar-,Frozen Foods,4638.6,18,0
25-10-2023,KPN Fresh J.P.Nagar,Fruits and vegetables,4846.9,19,0
25-10-2023,KPN Fresh J.P.Nagar,Dairy & Eggs,4905.15,19,1
25-10-2023,KPN Fresh J.P.Nagar,Staples & Grains,4114.5,16,0
25-10-2023,KPN Fresh J.P.Nagar,Frozen Foods,5002.95,20,0
25-10-2023,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5524.85,22,1
25-10-2023,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,3954.75,15,1
25-10-2023,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5078.25,20,0
25-10-2023,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4654.5,18,0
26-10-2023,KPN Fresh Giri Nagar,Fruits and vegetables,4451.35,17,0
26-10-2023,KPN Fresh Giri Nagar,Dairy & Eggs,5325.35,21,0
26-10-2023,KPN Fresh Giri Nagar,Staples & Grains,4304.65,17,1
26-10-2023,KPN Fresh Giri Nagar,Frozen Foods,4780.4,19,0
26-10-2023,KPN Fresh R.R.Nagar-,Fruits and vegetables,4145.8,16,1
26-10-2023,KPN Fresh R.R.Nagar-,Dairy & Eggs,3945.2,15,0
26-10-2023,KPN Fresh R.R.Nagar-,Staples & Grains,4792.4,19,1
26-10-2023,KPN Fresh R.R.Nagar-,Frozen Foods,4039.8,16,0
26-10-2023,KPN Fresh J.P.Nagar,Fruits and vegetables,3958,15,1
26-10-2023,KPN Fresh J.P.Nagar,Dairy & Eggs,4634.45,18,1
26-10-2023,KPN Fresh J.P.Nagar,Staples & Grains,3673.1,14,1
26-10-2023,KPN Fresh J.P.Nagar,Frozen Foods,4596.7,18,0
26-10-2023,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4084.7,16,0
26-10-2023,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5311.45,21,0
26-10-2023,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4552.9,18,0
26-10-2023,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,3840.2,15,0
27-10-2023,KPN Fresh Giri Nagar,Fruits and vegetables,4271.7,17,0
27-10-2023,KPN Fresh Giri Nagar,Dairy & Eggs,4723.7,18,1
27-10-2023,KPN Fresh Giri Nagar,Staples & Grains,5348.25,21,0
27-10-2023,KPN Fresh Giri Nagar,Frozen Foods,4936.4,19,0
27-10-2023,KPN Fresh R.R.Nagar-,Fruits and vegetables,5089.15,20,0
27-10-2023,KPN Fresh R.R.Nagar-,Dairy & Eggs,4692.85,18,0
27-10-2023,KPN Fresh R.R.Nagar-,Staples & Grains,4201.8,16,0
27-10-2023,KPN Fresh R.R.Nagar-,Frozen Foods,4032.75,16,0
27-10-2023,KPN Fresh J.P.Nagar,Fruits and vegetables,4719.5,18,1
27-10-2023,KPN Fresh J.P.Nagar,Dairy & Eggs,3857.55,15,0
27-10-2023,KPN Fresh J.P.Nagar,Staples & Grains,4503,18,0
27-10-2023,KPN Fresh J.P.Nagar,Frozen Foods,4416.35,17,0
27-10-2023,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4418.5,17,0
27-10-2023,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4160.7,16,0
27-10-2023,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4705.2,18,0
27-10-2023,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4930.35,19,0
28-10-2023,KPN Fresh Giri Nagar,Fruits and vegetables,4693,18,0
28-10-2023,KPN Fresh Giri Nagar,Dairy & Eggs,4577.65,18,0
28-10-2023,KPN Fresh Giri Nagar,Staples & Grains,4044.35,16,0
28-10-2023,KPN Fresh Giri Nagar,Frozen Foods,4730.35,18,1
28-10-2023,KPN Fresh R.R.Nagar-,Fruits and vegetables,4198.8,16,0
28-10-2023,KPN Fresh R.R.Nagar-,Dairy & Eggs,4388,17,1
28-10-2023,KPN Fresh R.R.Nagar-,Staples & Grains,4435.85,17,1
28-10-2023,KPN Fresh R.R.Nagar-,Frozen Foods,4604.5,18,0
28-10-2023,KPN Fresh J.P.Nagar,Fruits and vegetables,4879.45,19,0
28-10-2023,KPN Fresh J.P.Nagar,Dairy & Eggs,3840.2,15,0
28-10-2023,KPN Fresh J.P.Nagar,Staples & Grains,4698.35,18,0
28-10-2023,KPN Fresh J.P.Nagar,Frozen Foods,4700.75,18,0
28-10-2023,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,3881.2,15,0
28-10-2023,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5068.9,20,0
28-10-2023,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4187.4,16,0
28-10-2023,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4907.6,19,0
29-10-2023,KPN Fresh Giri Nagar,Fruits and vegetables,4164.25,16,0
29-10-2023,KPN Fresh Giri Nagar,Dairy & Eggs,5421.95,21,0
29-10-2023,KPN Fresh Giri Nagar,Staples & Grains,4576.5,18,0
29-10-2023,KPN Fresh Giri Nagar,Frozen Foods,4498.1,17,0
29-10-2023,KPN Fresh R.R.Nagar-,Fruits and vegetables,4808.6,19,1
